age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
37,government,126569,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
29,private,289960,9,married,male spouse,white,male,0,0,48,<=50k,secondary-school graduate,blue collar,north america,26-35
54,private,174102,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
38,private,181716,8,married,male spouse,white,male,0,0,48,<=50k,secondary,blue collar,north america,36-45
46,government,172822,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
24,private,293091,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
57,private,107443,2,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,europe,46-60
59,private,95283,2,married,male spouse,white,male,0,0,40,<=50k,primary,blue collar,north america,46-60
33,private,65278,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,26-35
35,private,220943,9,divorced or separated,single,black,female,0,1594,40,<=50k,secondary-school graduate,service,north america,26-35
53,private,257940,9,married,male spouse,white,male,2829,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
26,private,134945,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
55,self-employed,105582,14,married,male spouse,white,male,2228,0,50,<=50k,tertiary,white collar,north america,46-60
46,private,169324,9,divorced or separated,single,black,female,0,0,45,<=50k,secondary-school graduate,service,central america,46-60
44,government,98989,13,married,male spouse,american indian or eskimo,male,0,0,38,>50k,tertiary,white collar,north america,36-45
30,self-employed,113838,11,married,male spouse,white,male,3137,0,60,<=50k,associate,white collar,europe,26-35
24,private,143436,10,single,child,white,male,0,0,24,<=50k,some college,blue collar,north america,18-25
32,private,143604,6,married or separated,single,black,female,0,0,37,<=50k,secondary,service,north america,26-35
35,private,226311,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
67,private,94610,14,married,male spouse,white,male,0,0,30,>50k,tertiary,white collar,north america,61-75
56,self-employed,26716,13,married,male spouse,white,male,0,0,20,>50k,tertiary,white collar,north america,46-60
26,private,160261,14,single,single,asian or pacific islander,male,0,0,20,<=50k,tertiary,white collar,asia,26-35
46,private,117310,12,widowed,single,white,female,6497,0,40,<=50k,associate,white collar,north america,46-60
52,private,154342,9,married,male spouse,white,male,0,0,48,>50k,secondary-school graduate,blue collar,north america,46-60
38,self-employed,89202,10,divorced or separated,single,white,male,0,0,40,<=50k,some college,blue collar,north america,36-45
31,private,174704,9,divorced or separated,single,black,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
53,private,153486,9,divorced or separated,single,white,male,0,0,30,<=50k,secondary-school graduate,blue collar,north america,46-60
27,private,360097,9,single,single,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
39,private,230356,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,36-45
22,private,163870,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
37,private,199753,10,married,male spouse,white,male,0,0,35,>50k,some college,blue collar,north america,36-45
20,private,333505,9,single,child,white,male,0,0,30,<=50k,secondary-school graduate,white collar,central america,18-25
60,government,149281,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,service,north america,46-60
51,private,138514,11,divorced or separated,single,black,female,0,0,48,<=50k,associate,white collar,north america,46-60
57,government,66504,15,divorced or separated,single,white,female,0,0,50,>50k,tertiary,white collar,north america,46-60
59,private,206487,10,married,male spouse,white,male,0,0,40,>50k,some college,blue collar,north america,46-60
37,private,170020,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
35,private,217605,9,married,female spouse,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
43,private,145711,10,married,male spouse,white,male,0,0,72,>50k,some college,white collar,north america,36-45
17,private,169155,8,single,child,white,male,0,0,35,<=50k,secondary,service,north america,<18
45,private,34127,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,north america,36-45
18,private,110142,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,<18
52,private,222646,8,divorced or separated,extended relative,white,female,0,0,40,<=50k,secondary,blue collar,central america,46-60
18,private,182643,10,single,child,white,male,0,0,9,<=50k,some college,blue collar,north america,<18
20,private,303565,10,single,child,black,male,0,0,40,<=50k,some college,blue collar,europe,18-25
34,private,140092,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
19,private,178811,9,single,child,black,female,0,0,20,<=50k,secondary-school graduate,blue collar,north america,18-25
18,unknown,267399,8,single,child,white,female,0,0,12,<=50k,secondary,unknown,north america,<18
17,government,192387,5,single,child,white,male,0,0,45,<=50k,secondary,service,north america,<18
30,government,127610,13,single,single,white,female,0,0,35,<=50k,tertiary,white collar,north america,26-35
29,private,258862,13,single,single,white,female,0,0,45,<=50k,tertiary,blue collar,north america,26-35
30,private,225231,10,divorced or separated,single,white,male,8614,0,50,>50k,some college,white collar,north america,26-35
18,private,174926,5,single,child,white,male,0,0,15,<=50k,secondary,service,other,<18
50,government,238187,13,divorced or separated,single,black,female,0,0,37,<=50k,tertiary,white collar,north america,46-60
22,private,191444,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,18-25
21,private,198822,9,single,child,white,female,0,0,35,<=50k,secondary-school graduate,white collar,north america,18-25
39,self-employed,251323,5,married,extended relative,white,male,0,0,40,<=50k,secondary,blue collar,central america,36-45
20,private,168187,10,single,extended relative,white,female,4416,0,25,<=50k,some college,service,north america,18-25
62,private,370881,12,widowed,single,white,female,0,0,7,<=50k,associate,service,north america,61-75
32,private,198183,10,divorced or separated,single,white,female,0,0,38,<=50k,some college,white collar,north america,26-35
38,private,210610,12,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,36-45
32,private,269182,10,divorced or separated,single,black,female,3887,0,40,<=50k,some college,white collar,north america,26-35
55,private,141727,13,married,female spouse,white,female,3464,0,40,<=50k,tertiary,white collar,north america,46-60
38,private,185848,14,married,male spouse,white,male,99999,0,70,>50k,tertiary,white collar,north america,36-45
34,private,46746,7,single,single,white,male,0,0,30,<=50k,secondary,service,north america,26-35
28,private,120475,9,single,child,white,male,0,0,20,<=50k,secondary-school graduate,service,north america,26-35
26,private,135845,10,single,single,white,female,0,0,37,<=50k,some college,white collar,north america,26-35
41,private,310255,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
61,government,379885,16,married,male spouse,white,male,0,1902,40,>50k,tertiary,white collar,north america,61-75
75,self-employed,31428,9,married,male spouse,white,male,3456,0,40,<=50k,secondary-school graduate,blue collar,north america,61-75
21,private,211013,11,married,extended relative,white,female,0,0,50,<=50k,associate,service,north america,18-25
50,private,175029,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
49,self-employed,119539,10,married,male spouse,white,male,0,0,60,>50k,some college,white collar,other,46-60
26,private,247025,9,married,male spouse,white,male,0,0,65,<=50k,secondary-school graduate,blue collar,north america,26-35
39,private,252327,4,single,child,white,male,0,0,40,<=50k,primary,service,north america,36-45
24,self-employed,375313,10,single,single,asian or pacific islander,male,0,0,40,<=50k,some college,white collar,north america,18-25
56,private,107165,9,married,male spouse,white,male,0,0,18,<=50k,secondary-school graduate,blue collar,north america,46-60
17,private,108470,7,single,child,black,male,0,0,17,<=50k,secondary,service,north america,<18
37,private,150057,9,married,male spouse,white,male,0,0,52,>50k,secondary-school graduate,blue collar,north america,36-45
23,private,189468,11,married,child,white,female,0,0,30,<=50k,associate,blue collar,north america,18-25
28,unknown,198393,9,single,single,black,female,0,0,40,<=50k,secondary-school graduate,unknown,north america,26-35
57,self-employed,181031,9,married,male spouse,white,male,0,0,60,<=50k,secondary-school graduate,blue collar,north america,46-60
42,government,569930,13,married,male spouse,white,male,0,0,45,>50k,tertiary,white collar,north america,36-45
25,private,27411,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,18-25
22,private,147397,13,single,single,white,male,0,0,20,<=50k,tertiary,blue collar,north america,18-25
39,private,242922,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
54,private,154949,7,married,female spouse,black,female,0,0,40,>50k,secondary,service,north america,46-60
41,self-employed,423217,13,divorced or separated,single,white,male,0,0,50,<=50k,tertiary,white collar,north america,36-45
43,government,195385,9,married,male spouse,american indian or eskimo,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
19,private,100009,9,single,single,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
35,private,191628,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,26-35
34,private,340880,9,married,male spouse,white,male,0,0,60,>50k,secondary-school graduate,white collar,asia,26-35
19,private,207173,9,divorced or separated,single,white,female,0,0,30,<=50k,secondary-school graduate,white collar,north america,18-25
33,private,48010,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,north america,26-35
33,private,229051,10,single,single,white,male,0,0,52,<=50k,some college,white collar,north america,26-35
49,private,193366,14,married,male spouse,white,male,0,0,65,>50k,tertiary,white collar,north america,46-60
31,private,57781,9,divorced or separated,single,white,female,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
69,unknown,121136,9,married,male spouse,white,male,0,0,13,<=50k,secondary-school graduate,unknown,north america,61-75
41,private,433989,11,married,male spouse,white,male,4386,0,60,>50k,associate,white collar,north america,36-45
24,private,136687,9,divorced or separated,single,other,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
45,government,154117,9,divorced or separated,single,white,female,0,0,38,>50k,secondary-school graduate,white collar,north america,36-45
63,private,294009,13,married,male spouse,white,male,15024,0,45,>50k,tertiary,white collar,north america,61-75
75,private,239038,10,married,male spouse,white,male,0,0,16,<=50k,some college,blue collar,north america,61-75
34,private,244064,9,single,single,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
